"USAF","WBAN","STNID","STN_NAME","CTRY","STATE","CALL","LAT","LON","ELEV_M","ELEV_M_SRTM_90m","BEGIN","END","YEARMODA","YEAR","MONTH","DAY","YDAY","TEMP","TEMP_CNT","DEWP","DEWP_CNT","SLP","SLP_CNT","STP","STP_CNT","VISIB","VISIB_CNT","WDSP","WDSP_CNT","MXSPD","GUST","MAX","MAX_FLAG","MIN","MIN_FLAG","PRCP","PRCP_FLAG","SNDP","I_FOG","I_RAIN_DRIZZLE","I_SNOW_ICE","I_HAIL","I_THUNDER","I_TORNADO_FUNNEL","EA","ES","RH","STP_kPa"
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-07-27,"2017","07","27",208,23.3,24,23.3,24,1016.4,24,1015.1,24,16.1,24,3.5,24,6.2,NA,28.4,NA,19.4,NA,0,"G",NA,0,0,0,0,0,0,2.9,2.9,100,101.51
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-07-28,"2017","07","28",209,23.9,24,23.9,24,1009.7,23,1008.3,24,14.5,24,2.2,24,6.2,NA,28.4,NA,19.4,NA,5.1,"B",NA,0,1,0,0,0,0,3,3,100,100.83
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-07-29,"2017","07","29",210,22,24,21.9,24,1006.3,24,1004.7,24,14.3,24,7.3,24,11.8,14.9,26.9,NA,19.6,NA,33.3,"G",NA,0,1,0,0,0,0,2.6,2.6,100,100.47
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-07-30,"2017","07","30",211,21.5,24,20.4,24,1014.6,24,1012.9,21,16.1,24,3.9,24,6.2,NA,27.1,NA,14.5,NA,0,"G",NA,0,1,0,0,0,0,2.4,2.6,92.3,101.29
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-07-31,"2017","07","31",212,22.7,24,19.8,24,1018.4,24,1017.3,20,16.1,24,1.5,24,4.1,NA,30.1,NA,14.5,NA,0,"I",NA,0,0,0,0,0,0,2.3,2.8,82.1,101.73
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-08-01,"2017","08","01",213,25.4,24,22.5,24,1017.3,24,1015.8,19,15.9,24,2.5,24,4.6,NA,31.6,NA,15.6,NA,0,"H",NA,0,1,0,0,0,0,2.7,3.2,84.4,101.58
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-08-02,"2017","08","02",214,25.5,24,23.7,24,1017.3,23,1016,24,15.3,24,2.6,24,8.8,13.9,31.6,NA,20.8,NA,9.9,"B",NA,0,1,0,0,0,0,2.9,3.3,87.9,101.6
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-08-03,"2017","08","03",215,22.6,24,22.5,24,1018.9,24,1017.6,24,14.5,24,2.5,24,9.8,12.9,31.6,NA,18.6,NA,42.4,"G",NA,1,1,0,0,1,0,2.7,2.7,100,101.76
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-08-04,"2017","08","04",216,24.8,24,21.5,24,1015.8,19,1014.9,24,15.6,24,3.3,24,5.7,8.2,29.4,"*",20.9,"*",28.4,"G",NA,0,0,0,0,0,0,2.6,3.1,83.9,101.49
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-08-05,"2017","08","05",217,23.9,24,17.9,24,1012.7,23,1011.4,24,16.1,24,4.7,24,8.2,11.3,29.5,NA,20.7,NA,0,"G",NA,0,0,0,0,0,0,2.1,3,70,101.14
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-08-06,"2017","08","06",218,21.5,24,16.4,24,1018.8,24,1017.4,24,16.1,24,2,24,3.6,NA,26.6,NA,16.9,NA,0,"I",NA,0,0,0,0,0,0,1.9,2.6,73.1,101.74
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-08-07,"2017","08","07",219,21.4,24,19.7,24,1016.7,24,1015.3,24,13.7,24,3.1,24,8.2,9.3,26.6,NA,16.9,NA,1.3,"G",NA,1,1,0,0,0,0,2.3,2.5,92,101.53
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-08-08,"2017","08","08",220,21.8,24,19.1,23,1014.1,24,1012.9,24,16.1,24,3.4,24,6.7,NA,25.4,NA,19.2,NA,83.1,"G",NA,0,1,0,0,0,0,2.2,2.6,84.6,101.29
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-08-09,"2017","08","09",221,22.4,24,16.3,24,1021.5,24,1020.1,24,16.1,24,2,24,3.6,NA,28.4,NA,16.5,NA,0,"G",NA,0,0,0,0,0,0,1.9,2.7,70.4,102.01
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-08-10,"2017","08","10",222,22.3,24,16.8,24,1023.3,24,1021.9,24,15.1,24,1.6,24,4.6,NA,28.4,NA,16.5,NA,0,"I",NA,0,0,0,0,0,0,1.9,2.7,70.4,102.19
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-08-11,"2017","08","11",223,22.4,23,17.5,23,1020.3,23,1019,23,16.1,23,3.1,23,5.7,8.8,27.4,NA,16.5,NA,0,"I",NA,0,0,0,0,0,0,2,2.7,74.1,101.9
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-08-12,"2017","08","12",224,23.4,24,21.9,24,1013.9,24,1012.5,24,15.8,24,2.6,24,4.6,NA,27.2,NA,18.2,NA,7.9,"G",NA,0,1,0,0,0,0,2.6,2.9,89.7,101.25
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-08-13,"2017","08","13",225,24.6,24,20.1,23,1013.4,24,1012.2,24,16.1,24,3,24,4.6,NA,28.8,NA,21.1,NA,1.8,"G",NA,0,1,0,0,0,0,2.4,3.1,77.4,101.22
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-08-14,"2017","08","14",226,22.8,24,18.6,24,1016.1,24,1014.9,24,16.1,24,1.4,24,3.1,NA,28.8,NA,17.7,NA,0,"G",NA,0,1,0,0,0,0,2.1,2.8,75,101.49
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-08-15,"2017","08","15",227,23.6,24,23.1,23,1012.9,24,1011.6,24,12.6,24,0.9,24,3.1,NA,27,NA,17.7,NA,2,"G",NA,1,1,0,0,0,0,2.8,2.9,96.6,101.16
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-08-16,"2017","08","16",228,25.2,24,23.8,24,1014,24,1012.7,24,13.4,24,2,24,4.6,NA,30.9,"*",22,"*",38.6,"G",NA,1,0,0,0,0,0,2.9,3.2,90.6,101.27
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-08-17,"2017","08","17",229,24.6,24,22,24,1015.9,22,1014.7,24,15.4,24,2.1,24,6.2,NA,30.9,NA,19.8,NA,0,"G",NA,0,1,0,0,0,0,2.6,3.1,83.9,101.47
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-08-18,"2017","08","18",230,26.6,24,23.4,24,1011.3,24,1010,24,15.4,24,4.7,24,12.4,14.9,33,"*",23,"*",11.4,"G",NA,1,1,0,0,1,0,2.9,3.5,82.9,101
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-08-19,"2017","08","19",231,25.7,24,21.3,24,1011.1,24,1009.8,24,15.4,24,3.1,24,7.2,NA,32.5,NA,20.1,NA,33.3,"G",NA,0,1,0,0,1,0,2.5,3.3,75.8,100.98
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-08-20,"2017","08","20",232,24.3,24,17.7,24,1017.3,24,1016.2,24,16.1,24,2.8,24,4.6,NA,29,"*",19.9,"*",0,"G",NA,0,1,0,0,0,0,2,3,66.7,101.62
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-08-21,"2017","08","21",233,24.2,24,20.1,24,1021.8,24,1020.5,24,15.8,24,2,24,5.1,NA,30,"*",19.1,"*",0,"I",NA,0,0,0,0,0,0,2.4,3,80,102.05
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-08-22,"2017","08","22",234,27.3,24,23.3,24,1016.5,24,1015.2,24,15.8,24,5.4,24,10.8,12.9,32.6,NA,19,NA,0,"H",NA,0,1,0,0,1,0,2.9,3.6,80.6,101.52
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-08-23,"2017","08","23",235,26.2,24,21,24,1010,24,1008.8,24,16.1,24,4.1,24,8.2,NA,32.6,NA,16.3,NA,0,"H",NA,0,1,0,0,0,0,2.5,3.4,73.5,100.88
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-08-24,"2017","08","24",236,22.3,24,13.8,24,1013.3,24,1012.1,24,16.1,24,3,24,4.6,NA,27.8,NA,17.5,NA,0,"I",NA,0,0,0,0,0,0,1.6,2.7,59.3,101.21
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-08-25,"2017","08","25",237,21.7,24,15.3,24,1018.1,24,1016.9,24,16.1,24,2.3,24,6.7,10.3,27.5,NA,17.5,NA,0,"H",NA,0,1,0,0,0,0,1.7,2.6,65.4,101.69
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-08-26,"2017","08","26",238,21.2,24,14.3,24,1023,24,1021.8,24,16.1,24,2.5,24,5.1,NA,26.4,NA,15.5,NA,0,"A",NA,0,0,0,0,0,0,1.6,2.5,64,102.18
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-08-27,"2017","08","27",239,20.6,24,13.6,24,1023.3,24,1022,24,16.1,24,3.1,24,5.7,8.2,26.4,NA,15.5,NA,0,"I",NA,0,0,0,0,0,0,1.6,2.4,66.7,102.2
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-08-28,"2017","08","28",240,20.4,24,13.3,24,1023.3,23,1022,24,16.1,24,5.8,24,8.8,11.3,25.4,NA,15.3,NA,0,"I",NA,0,0,0,0,0,0,1.5,2.4,62.5,102.2
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-08-29,"2017","08","29",241,19.5,24,17.8,24,1019,23,1017.7,24,14.2,24,5.5,24,7.2,12.4,24.3,NA,16.2,NA,5.8,"G",NA,0,1,0,0,0,0,2,2.3,87,101.77
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-08-30,"2017","08","30",242,19.7,24,15.8,24,1015,24,1013.5,21,16.1,24,4.6,24,8.8,10.8,25,"*",16,"*",16.5,"G",NA,0,1,0,0,0,0,1.8,2.3,78.3,101.35
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-08-31,"2017","08","31",243,22.5,24,19.3,24,1014.5,24,1013.6,20,16.1,24,3,24,4.6,NA,28.7,NA,16.2,NA,0,"G",NA,0,0,0,0,0,0,2.2,2.7,81.5,101.36
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-09-01,"2017","09","01",244,18,24,10.7,24,1019,24,1018.9,19,16.1,24,4.5,24,7.7,8.8,24,"*",15,"*",0,"H",NA,0,1,0,0,0,0,1.3,2.1,61.9,101.89
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-09-02,"2017","09","02",245,16.5,24,14.8,24,1020.5,24,1019.2,24,14.2,24,4.6,24,9.3,12.4,19.1,NA,14.6,NA,9.7,"G",NA,0,1,0,0,0,0,1.7,1.9,89.5,101.92
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-09-03,"2017","09","03",246,20.7,24,17.8,24,1014.2,24,1012.9,24,15.1,24,3.5,24,7.7,10.3,24,NA,14.5,NA,27.2,"G",NA,0,1,0,0,0,0,2,2.4,83.3,101.29
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-09-04,"2017","09","04",247,21.3,24,14.8,24,1015.4,24,1014.3,9,16.1,24,4.1,24,8.2,NA,27,"*",16,"*",0,"G",NA,0,0,0,0,0,0,1.7,2.5,68,101.43
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-09-05,"2017","09","05",248,24.1,23,19.3,23,1010.2,23,NA,0,16.1,23,6,23,8.2,NA,30,"*",20,"*",0,"I",NA,0,0,0,0,0,0,2.2,3,73.3,NA
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-09-06,"2017","09","06",249,20.2,24,19.3,24,1010.6,24,1009.4,19,14,24,2.9,24,7.2,10.3,25,"*",16,"*",6.3,"G",NA,1,1,0,0,1,0,2.2,2.4,91.7,100.94
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-09-07,"2017","09","07",250,18.5,24,16.3,24,1013.2,24,1011.8,23,14.3,24,3.9,24,7.7,11.8,23,"*",15,"*",22.1,"G",NA,0,1,0,0,0,0,1.9,2.1,90.5,101.18
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-09-08,"2017","09","08",251,17.7,24,11.8,24,1020,24,1018.6,24,16.1,24,3.2,24,5.7,8.8,23.7,NA,12.4,NA,0,"G",NA,0,0,0,0,0,0,1.4,2,70,101.86
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-09-09,"2017","09","09",252,16.7,24,10.7,24,1024.2,24,1022.8,24,16.1,24,4,24,6.7,7.7,23.7,NA,10.8,NA,0,"H",NA,0,1,0,0,0,0,1.3,1.9,68.4,102.28
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-09-10,"2017","09","10",253,16,24,9.9,24,1027.3,24,1025.9,24,15.8,24,3.9,24,6.2,NA,22,"*",10.7,"*",0,"I",NA,0,0,0,0,0,0,1.2,1.8,66.7,102.59
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-09-11,"2017","09","11",254,17.2,23,11.4,23,1025.5,23,1024.1,23,15.8,23,1.7,23,4.1,NA,23.4,NA,10.1,NA,0,"I",NA,0,0,0,0,0,0,1.3,2,65,102.41
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-09-12,"2017","09","12",255,18.7,24,13.7,24,1017.7,24,1016.3,24,16.1,24,1.3,24,2.6,NA,24.4,NA,11.3,NA,0,"I",NA,0,0,0,0,0,0,1.6,2.2,72.7,101.63
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-09-13,"2017","09","13",256,20.5,24,19.9,24,1012.8,24,1011.5,24,14.6,24,1.7,24,3.6,NA,25.1,NA,14.5,NA,0.8,"B",NA,0,1,0,0,0,0,2.3,2.4,95.8,101.15
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-09-14,"2017","09","14",257,22.9,24,20.6,24,1011.9,24,1010.7,24,15.8,24,3.9,24,8.2,10.3,27.9,NA,17,NA,0,"A",NA,0,0,0,0,0,0,2.4,2.8,85.7,101.07
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-09-15,"2017","09","15",258,22.9,24,20.8,24,1016.4,24,1015.2,24,14.8,24,1.9,24,3.6,NA,28.2,NA,18.3,NA,0,"I",NA,1,0,0,0,0,0,2.5,2.8,89.3,101.52
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-09-16,"2017","09","16",259,22.4,24,21,23,1019.7,24,1018.4,24,11.3,24,1.1,24,3.1,NA,28.2,NA,17.9,NA,0,"B",NA,1,0,0,0,0,0,2.5,2.7,92.6,101.84
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-09-17,"2017","09","17",260,22.2,24,20.5,24,1019.9,23,1018.6,24,14,24,1.9,24,4.6,NA,28,NA,17.9,NA,0,"I",NA,1,0,0,0,0,0,2.4,2.7,88.9,101.86
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-09-18,"2017","09","18",261,22,24,20.1,24,1017.9,24,1016.6,24,15.8,24,3.5,24,6.7,9.3,26.4,NA,18.9,NA,0.8,"A",NA,0,1,0,0,0,0,2.4,2.6,92.3,101.66
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-09-19,"2017","09","19",262,21.8,24,21,24,1013.7,24,1012.3,24,14.5,24,5.9,24,10.3,12.9,26.2,NA,19.5,NA,8.1,"B",NA,0,1,0,0,0,0,2.5,2.6,96.2,101.23
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-09-20,"2017","09","20",263,23.7,24,22.1,24,1011.5,24,1010.2,24,15.8,24,5.1,24,8.2,9.8,29.1,"*",20,"*",1,"A",NA,0,1,0,0,0,0,2.7,2.9,93.1,101.02
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-09-21,"2017","09","21",264,23.8,24,21.3,23,1015.5,24,1014.3,24,16.1,24,2.5,24,6.2,8.8,29.4,NA,18.1,NA,0,"I",NA,0,0,0,0,0,0,2.5,2.9,86.2,101.43
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-09-22,"2017","09","22",265,22.4,24,19.3,23,1016,24,1014.8,24,16.1,24,3,24,5.7,NA,29.4,NA,18.1,NA,0,"I",NA,0,0,0,0,0,0,2.2,2.7,81.5,101.48
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-09-23,"2017","09","23",266,22.8,24,16.9,24,1016.4,24,1015.3,24,16.1,24,3.4,24,6.2,9.3,29.4,NA,17.2,NA,0,"I",NA,0,0,0,0,0,0,1.9,2.8,67.9,101.53
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-09-24,"2017","09","24",267,23.8,23,18.1,23,1017.5,23,1016.3,23,15.9,23,2.1,23,4.1,NA,31,"*",16.7,"*",0,"A",NA,0,0,0,0,0,0,2.1,2.9,72.4,101.63
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-09-25,"2017","09","25",268,22.9,24,18.1,24,1016.9,24,1015.5,24,16.1,24,1.6,24,4.6,NA,30.9,NA,16.7,NA,0,"I",NA,0,0,0,0,0,0,2.1,2.8,75,101.55
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-09-26,"2017","09","26",269,22.3,24,20.2,24,1015.5,24,1014.1,24,16.1,24,3.3,24,4.6,NA,29.5,NA,17.6,NA,0,"I",NA,0,0,0,0,0,0,2.4,2.7,88.9,101.41
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-09-27,"2017","09","27",270,24.4,24,23.1,24,1010.9,24,1009.5,24,16.1,24,5.1,24,7.7,10.3,29.2,NA,19.8,NA,0.3,"A",NA,0,1,0,0,0,0,2.8,3.1,90.3,100.95
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-09-28,"2017","09","28",271,23.7,24,18.8,24,1008.2,24,1006.8,24,15.4,24,5.8,24,10.3,12.9,29.2,NA,20.6,NA,0,"I",NA,0,0,0,0,0,0,2.2,2.9,75.9,100.68
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-09-29,"2017","09","29",272,16.8,24,9.6,24,1017.3,22,1015.7,21,16.1,24,3.9,24,7.2,7.7,26,NA,10.5,NA,0,"I",NA,0,0,0,0,0,0,1.2,1.9,63.2,101.57
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-09-30,"2017","09","30",273,16.1,24,9.3,24,1020.5,24,1018.4,20,16.1,24,5.1,24,8.8,11.8,22,NA,10.5,NA,0,"H",NA,0,1,0,0,0,0,1.2,1.8,66.7,101.84
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-10-01,"2017","10","01",274,14.2,24,9.8,24,1027.3,24,1026.1,19,16.1,24,3.8,24,7.2,NA,20.4,"*",9,"*",0,"I",NA,0,0,0,0,0,0,1.2,1.6,75,102.61
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-10-02,"2017","10","02",275,15.6,24,10.1,24,1028.6,24,1027.2,24,16.1,24,1.4,24,3.1,NA,22.6,NA,9.1,NA,0,"I",NA,0,0,0,0,0,0,1.2,1.8,66.7,102.72
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-10-03,"2017","10","03",276,15.6,24,11.3,24,1034,24,1032.6,24,16.1,24,2.2,24,4.6,NA,22.6,NA,9.3,NA,0,"I",NA,0,0,0,0,0,0,1.3,1.8,72.2,103.26
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-10-04,"2017","10","04",277,16.8,24,12.4,24,1030.8,24,1029.4,24,16.1,24,1.8,24,4.6,NA,24.5,NA,9.3,NA,0,"I",NA,0,0,0,0,0,0,1.4,1.9,73.7,102.94
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-10-05,"2017","10","05",278,20.7,24,15.9,24,1022.2,22,1020.9,24,15,24,4.1,24,5.7,NA,29.2,NA,10.1,NA,0,"I",NA,0,0,0,0,0,0,1.8,2.4,75,102.09
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-10-06,"2017","10","06",279,22.4,24,17.9,24,1019.1,22,1017.8,24,16.1,24,3.1,24,5.1,NA,29.2,NA,15.8,NA,0,"A",NA,0,0,0,0,0,0,2.1,2.7,77.8,101.78
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-10-07,"2017","10","07",280,22.9,24,18.7,24,1018.7,23,1017.3,24,16.1,24,3.8,24,6.7,NA,29.5,NA,17.7,NA,0,"I",NA,0,0,0,0,0,0,2.2,2.8,78.6,101.73
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-10-08,"2017","10","08",281,24.8,24,17.1,23,1015.3,23,1014,24,16.1,24,5.1,24,7.7,10.8,29.5,NA,18.3,NA,0,"H",NA,0,1,0,0,0,0,1.9,3.1,61.3,101.4
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-10-09,"2017","10","09",282,24.6,24,23.6,23,1013.6,24,1012.2,24,15.8,24,5.2,24,9.8,12.4,28,"*",23,"*",3.3,"A",NA,0,1,0,0,0,0,2.9,3.1,93.5,101.22
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-10-10,"2017","10","10",283,24.3,24,21.7,24,1017,24,1015.6,24,16.1,24,2.5,24,4.6,NA,29.3,NA,20,NA,0,"I",NA,0,0,0,0,0,0,2.6,3,86.7,101.56
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-10-11,"2017","10","11",284,20.9,24,20.4,24,1018.2,24,1016.8,24,15.9,24,2.7,24,6.2,NA,29.3,NA,19.3,NA,0.3,"G",NA,0,1,0,0,0,0,2.4,2.5,96,101.68
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-10-12,"2017","10","12",285,17.9,24,16.2,24,1021.6,24,1020.2,24,14.2,24,6.5,24,10.3,13.4,22.6,NA,15.8,NA,10.9,"G",NA,0,1,0,0,0,0,1.8,2.1,85.7,102.02
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-10-13,"2017","10","13",286,16.7,24,14.2,24,1027,24,1025.6,24,15.8,24,5.4,24,7.2,9.8,20.3,NA,15.4,NA,0.5,"G",NA,0,1,0,0,0,0,1.6,1.9,84.2,102.56
"724088","13707","724088-13707","DOVER AFB AIRPORT","US","DE","KDOV",39.133,-75.467,8.5,6,19421201,20171212,2017-10-14,"2017","10","14",287,18.3,24,17.8,24,1023.5,24,1022.1,24,11.3,24,3.3,24,5.7,NA,21,"*",17,"*",1.5,"G",NA,0,1,0,0,0,0,2,2.1,95.2,102.21
